Bogen;Segmentierte Handschrift;Segmentierte Handschrift;Ich stimme der Datenverarbeitung sowie der Datenweitergabe für Lehrforschungszwecke und die Verbesserung der Lehre an der Medizinischen Fakultät der Universität Ulm zu.;Q9-Skripte, digitale Nutzung;Q9-Skripte, Papierdruck;Lehrbuch/-bücher Wenn ja, welches Lehrbuch nutzen Sie primär? ____________________________________________;Leitlinien der Fachgesellschaften (im Original);Anki-Lernkarten (bereitgestellt durch Institut für klin. Pharmakologie);Anki-Lernkarten (selbst oder anderweitig erstellt);Aufgaben/Patientenfälle auf Moodle;Testfragen auf Moodle;andere: ____________________________________________;2. Wie kann Ihre grundsätzliche Haltung gegenüber E-Learning-Angeboten beschrieben werden?;Lernskripte;zeitunabhängig angebotene Vorlesungs- und Seminarvideos;Online-Live-Veranstaltungen an bestimmten Terminen (z.B. über Zoom);Präsenzveranstaltungen an bestimmten Terminen;Aufgaben zur eigenständigen Bearbeitung (mit Lösung);Testfragen zu den Lerninhalten;Anki-Lernkarten (bereitgestellt durch Institut für klinische Pharmakologie);Anki-Lernkarten (selbst oder anderweitig erstellt);alle sind gleich nützlich;4. Welche Form der Lehre würden Sie in Zukunft bevorzugen?;5. Haben Sie die Anki-Lernkarten Klinische Pharmakologie genutzt?;6. Haben Sie die Anki-Lernkarten als Lernmaterial als hilfreich empfunden?;7. In welchem Umfang haben Sie die Anki-Lernkarten verwendet?;Installation des Programms(Zeit in Stunden):                                       ;Einarbeiten/Lesen der Bedienungsanleitung (Zeit in Stunden):;Lernen mit Anki-Lernkarten (durchschnittliche Stunden pro Woche, innerhalb der letzten 6 Monate):;semesterbegleitend ;zur Prüfungsvorbereitung;in speziellen Situationen, z.B. im Bus/Zug;Sonstiges: ____________________;PC;Laptop;Tablet;Handy;Ich hatte nicht ausreichend Zeit dazu. ;Die Lernkarten haben mich nicht interessiert.;Das bestehende Angebot an Lehrmaterialien war für mich ausreichend.;Die Installation der Software und/oder die Auseinandersetzung mit der Bedienungsanleitung waren mir zu aufwändig.;Ich wusste nicht, dass es die Lernkarten gibt.;Ich nutze eigene Lernkarten.;Sonstige Gründe: ______________________________________;12. Sollten Ihrer Meinung nach Anki-Lernkarten in Zukunft weiter angeboten werden?;13. Haben Sie Anmerkungen zu den Anki-Lernkarten? Haben Sie Anmerkungen zum Q9-Unterricht?;14. Wie schätzen Sie Ihre Studienleistung  insgesamt im Vergleich zu anderen Studierenden Ihres Semesters ein?;15. Wie schätzen Sie Ihre Studienleistung  im Fach Klinische Pharmakologie im Vergleich zu anderen Studierenden Ihres Semesters ein?;Nein, nicht wesentlich.;Ja, ich habe seitdem weniger Zeit mit studienbezogenen Tätigkeiten (z.B. Lernen) verbracht als zuvor.;Ja, ich habe seitdem mehr Zeit mit studienbezogenen Tätigkeiten (z.B. Lernen) verbracht als zuvor.;Ja, ich verwende seitdem mehr E-Learning-Tools als vorher.;Ja, ich lerne seitdem weniger gemeinsam mit Kommilitonen/in Lerngruppen als vorher.;Ja, ich lerne seitdem mehr gemeinsam mit Kommilitonen/in Lerngruppen als vorher.;Sonstige Veränderungen: ______________________________________;Wie alt sind Sie (in Jahren)?;Bitte geben Sie Ihr Geschlecht an:;Datensatz-Ursprung;exam score
49;IN   04;ZE   12;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;0;3;2;;;;;;;;;;;;;;0;0;0;0;0;1;1;1;[LEER];4;4;1;0;0;0;0;0;0;Z4;2;P;24
21;IN   17;AN   03;1;1;0;0;1;0;0;1;0;0;1;1;1;0;1;1;1;0;0;0;3;2;;;;;;;;;;;;;;0;0;0;1;0;1;0;1;[LEER];3;3;0;0;1;1;1;0;0;ZZ;1;P;26
17;IN   21;MI   07;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;2;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];5;4;0;0;1;0;0;0;0;ZZ;2;P;24
86;IR   16;EB   24;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;3;2;;;;;;;;;;;;;;0;0;0;0;0;0;1;;[LEER];2;3;1;0;0;0;0;0;0;ZZ;2;P;21
24;IR   18;FR   05;1;1;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;1;0;0;3;2;;;;;;;;;;;;;;1;0;1;0;0;0;0;1;[LEER];4;4;0;0;1;1;0;0;0;ZZ;1;P;26
43;IR   20;AN   05;1;1;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;3;2;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;[LEER];3;3;1;0;0;0;0;0;0;ZZ;1;P;24
160;IR   27;KA   28;1;0;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;2;2;;;;;;;;;;;;;;0;0;1;0;0;1;0;1;[LEER];4;3;0;0;1;0;0;0;0;ZZ;1;P;25
124;IS   29;EB   12;1;1;0;0;0;0;1;1;0;1;1;0;0;0;1;0;1;0;1;0;3;2;;;;;;;;;;;;;;0;0;0;0;0;1;0;1;[LEER];4;3;1;0;0;0;0;0;0;Z4;2;P;24
76;JA   15;DA   04;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;2;2;;O;O;O;;;;;0;0;1;0;0;0;0;0;0;1;0;1;[LEER];3;3;0;0;0;1;0;0;0;ZZ;1;P;19
133;JO   20;MI   28;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;2;2;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;[LEER];2;2;0;0;0;0;0;1;0;Z4;2;P;20
42;JO   29;ST   04;1;1;0;1;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];2;2;0;0;1;1;0;0;0;ZZ;1;P;23
173;JO   29;CA   09;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];3;4;1;0;0;0;0;0;0;Z4;1;P;18
182;JU   12;HE   25;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;3;2;;;;;;;;;;;;;;0;0;0;0;0;0;1;;[LEER];;;1;0;0;0;0;0;0;ZZ;2;P;21
16;JU   14;PE   17;1;1;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;2;2;;;;;;;;;;;;;;0;1;0;0;0;0;1;1;[LEER];4;4;1;0;0;0;0;0;0;ZZ;2;P;23
66;KA   04;EL   07;1;1;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;O,5;9Z;15;1;1;1;0;0;1;0;0;;;;;;;;1;[LEER];3;3;1;0;0;0;0;0;0;Z4;2;P;20
75;KA   07;MA   16;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;3;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;3;0;0;0;1;0;0;0;ZZ;1;P;22
169;KA   07;JU   08;1;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;2;;;;;;;;;;;;;;1;0;1;0;0;0;0;1;[LEER];3;3;0;0;1;1;0;0;0;Z5;1;P;25
22;KA   10;RO   17;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;1;1;2;;;40;;;;;;;;;0;1;0;0;0;0;0;1;[LEER];3;3;0;0;0;1;0;0;0;ZY;1;P;10
202;KA   12;HA   06;1;1;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;2;2;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;[LEER];2;2;0;0;0;1;0;0;0;ZZ;1;P;24
4;KA   27;WA   01;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;3;2;;;;;;;;;;;;;;0;1;0;0;0;0;0;1;[LEER];3;3;1;0;0;0;0;0;0;ZZ;1;P;19
219;KA   27;TH   15;1;1;0;0;0;0;0;1;0;1;2;1;0;0;1;1;0;0;0;0;2;2;;;;;;;;;;;;;;0;1;0;0;0;0;0;1;[LEER];3;2;0;1;0;0;0;1;0;ZZ;2;P;20
122;KE   15;AL   13;1;1;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];5;5;1;0;0;0;0;0;0;ZZ;1;P;26
115;KI   06;TH   25;1;1;0;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;1;0;2;2;;;;;;;;;;;;;;1;0;0;0;0;1;0;1;[LEER];4;3;1;0;0;0;0;0;0;ZN;2;P;26
114;KI   11;MA   01;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;1;1;0;3;1;1;3;O;O;0,5;0;1;0;0;0;0;1;0;;;;;;;;1;[LEER];4;3;;;;;;;;Z4;2;P;21
69;LL   13;MA   10;1;0;1;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;1;0;3;2;;;;;;;;;;;;;;0;0;0;0;0;1;0;1;[LEER];3;3;0;0;1;1;1;0;0;Z4;2;P;21
191;LU   21;VA   07;1;1;0;0;0;0;0;1;0;0;;1;1;0;0;1;0;0;0;0;3;2;;;;;;;;;;;;;;0;1;0;0;0;0;0;1;[LEER];3;2;1;0;0;0;0;0;0;Z4;1;P;17
38;MA   02;RE   29;1;1;0;0;0;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;1;1;2;3;O;O;1;0;1;0;0;0;1;0;0;;;;;;;;1;[LEER];2;2;0;0;0;1;0;0;0;ZZ;1;P;19
207;MA   02;OT   14;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;1;1;2;0;0;1;0;1;0;0;1;0;0;0;;;;;;;;1;[LEER];3;3;1;0;0;0;0;0;0;Z1;1;P;23
60;MA   04;AN   07;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;3;2;;;0,05;0;OOO;;;;;0;1;0;0;1;0;0;0;0;0;1;;[LEER];3;3;0;1;0;0;0;0;0;ZZ;1;P;21
46;MA   05;AN   04;1;1;1;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;;2;;;;;;;;;;;;;;0;1;1;0;0;0;1;1;[LEER];3;3;0;0;1;0;1;0;0;ZZ;1;P;17
142;MA   05;TH   25;1;1;0;0;1;0;1;1;0;0;1;1;1;1;0;0;1;0;1;0;1;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];4;4;0;0;1;1;1;0;0;30;2;P;24
20;MA   06;FR   20;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;1;1;3;;;;;;;;;;;;;;;;;;;1;[LEER];1;1;0;0;1;0;0;0;0;;;P;17
50;MA   07;ST   07;1;1;0;1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;2;2;;;;;;;;;;;;;;1;0;0;0;0;1;0;1;[LEER];4;3;0;0;1;1;0;0;0;Z4;1;P;19
141;MA   07;AH   09;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;3;1;1;3;0,1;0,1;Z;0;1;0;0;1;1;0;0;;;;;;;;1;[LEER];3;2;1;0;0;0;0;0;0;Z6;1;P;17
123;MA   11;JO   23;1;1;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];4;4;0;0;1;0;1;0;0;ZZ;1;P;22
78;MA   13;GU   02;1;1;0;0;0;0;0;0;0;0;;1;1;0;0;0;0;0;0;0;3;2;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;[LEER];3;3;0;0;0;1;0;0;0;ZZ;1;P;22
52;MA   16;HE   04;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;0;3;2;;;;;;;;;;;;;;1;0;1;0;0;0;1;1;[LEER];3;3;1;0;0;0;0;0;0;ZZ;1;P;19
208;MA   21;AX   04;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;3;2;;;;;;;;;;;;;;0;1;0;1;0;1;0;1;[LEER];3;3;1;0;0;0;0;0;0;ZZ;1;P;19
40;MA   24;FR   18;1;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;3;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;3;0;0;1;1;1;0;0;ZS;2;P;22
83;MA   27;KA   14;1;1;1;0;0;0;0;0;0;1;2;1;1;0;0;1;0;0;0;1;3;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];3;4;0;1;0;1;0;0;0;Z1;1;P;21
198;MA   27;MA   12;1;1;1;0;1;0;0;1;1;0;2;0;1;0;0;0;0;0;0;0;3;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;3;0;0;1;1;1;0;0;Z9;2;P;19
110;MA   30;VO   18;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;1;1;1;1;0;2;1;1;2;OOO;OOO;OO7;0;1;1;0;0;0;1;1;;;;;;;;1;[LEER];5;5;0;0;1;1;0;0;0;Z4;1;P;24
105;MI   03;MI   10;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;0;1;1;0;2;1;1;1;OO1;OO1;OOZ;0;1;0;0;0;0;1;0;;;;;;;;1;[LEER];3;3;0;0;0;1;1;0;0;ZZ;1;P;23
113;MI   10;CA   31;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;1;1;0;0;0;3;1;1;2;0,5;95;2;0;1;0;0;0;0;1;0;;;;;;;;1;[LEER];4;2;1;0;0;0;0;0;0;ZZ;1;P;21
157;MI   15;KA   20;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;2;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];4;4;1;0;0;0;0;0;0;ZZ;2;P;23
71;MI   23;ZH   05;1;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;1;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];2;1;1;0;0;0;0;0;0;ZZ;1;P;17
34;MO   03;HE   04;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;3;1;2;3;1;OI5;Z;0;1;0;0;0;1;0;0;;;;;;;;1;[LEER];3;3;0;0;0;1;0;0;0;ZZ;1;P;25
152;MO   03;MA   12;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;0;1;1;0;0;3;1;1;2;;;;0;1;0;0;0;1;0;0;;;;;;;;1;[LEER];3;2;0;0;0;1;0;1;0;Z4;1;P;16
27;MO   05;AR   26;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];3;3;0;0;0;1;1;0;0;ZZ;1;P;23
8;MO   10;HA   28;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];4;4;0;0;1;1;0;0;0;ZZ;1;P;27
6;MO   18;GA   07;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;3;2;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;0;1;[LEER];4;4;0;1;0;0;0;0;0;ZZ;2;P;26
80;MO   24;OL   05;1;1;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;0;1;1;[LEER];3;3;0;0;0;1;0;0;0;ZS;1;P;22
177;MU   18;PA   03;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];4;3;0;1;0;0;1;0;0;ZZ;2;P;
104;NA   25;MO   11;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;1;1;0;0;3;2;;;;;;;;;;;;;;1;0;1;0;0;0;0;1;[LEER];3;3;0;0;0;1;1;0;0;Z1;1;P;21
9;NI   08;ST   11;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;0;1;0;0;0;0;0;1;[LEER];3;3;0;0;1;0;0;0;0;23;2;P;17
206;NI   14;TH   28;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];4;4;0;1;0;0;0;0;0;Z1;2;P;22
150;NI   17;FR   12;1;1;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;0;2;2;;;;;;;;;;;;;;1;0;1;0;0;0;0;1;[LEER];3;3;0;0;0;1;0;0;0;ZZ;2;P;19
28;NI   27;DI   23;1;1;0;1;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;2;1;1;1;O;O;5;0;1;1;0;0;0;1;0;;;;;;;;1;[LEER];2;2;0;0;1;1;0;0;0;Z8;2;P;
97;PA   08;AL   13;1;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;3;1;1;1;0,5;0,5;7;0;1;0;0;0;1;0;0;;;;;;;;;[LEER];3;;0;0;0;1;0;0;0;ZZ;1;P;22
151;PA   10;RO   07;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;3;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;3;0;0;1;1;0;0;0;Z8;1;P;23
47;PE   03;LU   29;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;3;2;;;;;;;;;;;;;;1;0;1;0;0;1;0;1;[LEER];2;3;0;0;0;1;0;0;0;24;1;P;21
77;PE   15;AC   05;1;1;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;3;2;;;;;;;;;;;;;;1;0;1;0;0;0;0;1;[LEER];3;3;0;0;1;1;0;1;0;Z1;2;P;22
184;PE   19;KL   19;1;1;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;1;1;0;3;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;3;0;0;0;1;0;0;0;Z5;1;P;19
143;PE   26;OL   11;1;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;2;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;3;0;0;0;0;0;1;0;ZZ;1;P;22
159;PE   26;DI   20;1;1;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;3;0;0;1;1;1;0;0;Z^;2;P;21
168;RE   04;WO   26;1;1;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;0;0;0;3;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;3;0;0;1;0;0;1;0;Z4;2;P;23
57;RE   22;MA   17;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;3;2;;;;;;;;;;;;;;;;;;;;;;[LEER];;;;;;;;;;Z6;2;P;20
215;RI   12;HA   24;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;1;0;3;2;;;;;;;;;;;;;;1;0;1;0;0;0;0;1;[LEER];3;3;1;0;0;0;0;0;0;Z1;1;P;20
116;RI   14;JJ   27;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;3;2;;;;;;;;;;;;;;0;0;0;1;0;0;1;1;[LEER];4;4;0;0;1;0;0;0;0;ZZ;1;P;27
154;SA   01;FL   05;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;1;0;1;[LEER];3;2;0;0;0;1;1;0;0;ZZ;1;P;19
74;SA   05;CH   07;1;1;1;0;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;1;2;;;;;;;;;;;;;;0;0;1;1;0;0;0;1;[LEER];3;3;1;0;0;0;0;0;0;Z4;1;P;20
18;SA   06;PI   15;1;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;0;1;0;1;2;;;;;;;;;;;;;;0;0;0;0;0;1;0;1;[LEER];;;;;;;;;;;;P;19
70;SA   08;WO   29;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;1;2;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;[LEER];3;3;0;1;0;0;1;0;0;ZZ;1;P;24
195;SA   11;WD   14;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;2;2;;;;;;;;;;;;;;0;0;1;1;0;0;0;1;[LEER];2;2;0;0;0;1;1;0;0;ZZ;1;P;19
67;SA   12;UL   30;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;1;0;3;2;;;;;;;;;;;;;;1;0;1;0;0;0;0;1;[LEER];4;3;0;1;0;1;0;0;0;ZZ;1;P;19
166;SA   18;RV   04;1;1;1;0;1;1;1;0;0;0;1;1;0;0;1;1;1;0;1;0;2;1;1;1;1;4;4O;1;1;0;0;0;1;0;0;;;;;;;;;[LEER];1;1;0;0;0;0;1;0;0;Z5;1;P;17
15;SA   22;UL   14;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;3;2;;;;;;;;;;;;;;0;1;0;0;0;0;0;1;[LEER];4;4;1;0;0;0;0;0;0;22;2;P;24
88;SA   22;CE   11;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;1;1;1;O;O;ZO;0;1;0;0;1;1;1;0;;;;;;;;1;[LEER];3;3;0;1;0;0;0;0;0;ZZ;2;P;21
130;SI   06;WE   09;1;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;[LEER];3;3;1;0;0;0;0;1;0;ZZ;1;P;17
121;SI   07;WE   09;1;1;0;0;0;0;0;1;0;0;2;1;0;1;1;0;1;0;0;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;0;1;1;[LEER];4;4;0;0;1;0;0;0;0;ZZ;1;P;25
89;SI   08;RE   12;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;1;0;3;1;1;3;O8;0,5;Z;0;1;1;0;0;0;0;1;;;;;;;;1;[LEER];3;4;0;1;0;0;0;1;0;ZZ;2;P;23
216;SI   14;TH   25;1;1;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;1;0;3;2;;;;;;;;;;;;;;0;0;1;0;0;1;0;1;[LEER];3;3;1;0;0;0;0;0;0;ZZ;2;P;22
64;SI   18;WO   31;1;1;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;;2;2;1;OOO;OOO;O5O;1;1;1;0;0;1;0;1;0;0;0;0;0;1;1;1;[LEER];4;4;1;0;0;0;0;0;0;ZG;2;P;23
25;SI   26;AX   31;1;1;0;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;3;1;1;2;1;1;Z;0;1;0;0;0;0;1;0;;;;;;;;1;[LEER];5;4;1;0;0;1;0;0;0;ZZ;1;P;23
196;SI   26;JO   25;1;1;0;0;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;3;2;;;;;;;;;;;;;;1;0;0;0;0;1;0;1;[LEER];3;3;0;1;0;0;0;1;0;ZZ;1;P;23
68;SI   27;FR   04;1;1;1;0;1;0;0;1;0;1;1;1;1;0;0;1;1;0;0;0;3;2;;;;;;;;;;;;;;0;0;0;1;0;0;1;1;[LEER];3;3;0;0;1;1;0;1;0;ZZ;1;P;19
98;SI   29;AR   23;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;0;1;0;0;0;0;0;1;[LEER];4;2;1;0;0;0;0;0;0;ZZ;2;P;21
61;SO   02;JU   05;1;1;0;0;0;0;1;0;0;1;1;;;;;;;;;;3;1;1;2;0;0;Z;0;1;1;0;0;1;1;1;;;;;;;;1;[LEER];4;3;1;0;0;0;0;0;0;Z1;2;P;23
148;SO   11;FR   11;1;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;2;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;2;0;1;0;0;1;0;0;Z5;1;P;18
107;ST   04;TM   06;1;1;0;0;0;1;0;0;1;0;1;1;1;0;0;1;1;1;0;0;1;1;1;1;OO5;0,5;1;0;1;0;0;0;0;1;0;;;;;;;;1;[LEER];3;3;0;0;0;1;0;0;0;Z5;1;P;24
212;ST   28;TH   10;1;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;2;2;;;;;;;;;;;;;;0;1;1;0;0;0;0;1;[LEER];4;4;0;0;1;1;0;0;1;ZZ;2;P;16
30;SU   13;GH   10;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;3;2;;;;;;;;;;;;;;0;1;0;0;0;0;0;;[LEER];2;2;1;0;0;0;0;0;0;ZZ;2;P;26
146;SU   20;FR   16;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;1;0;1;2;;;;;;;;;;;;;;1;0;1;0;0;0;1;1;[LEER];3;2;0;1;0;1;0;0;0;Z4;1;P;22
220;SU   29;TH   25;1;1;1;0;0;0;0;1;0;0;1;1;0;0;1;0;1;1;0;0;2;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;3;0;0;0;0;1;0;0;ZZ;1;P;22
58;SY   20;AN   07;1;1;0;0;0;1;0;1;0;0;1;1;1;0;1;0;1;1;0;0;3;1;1;2;1;1;Z;0;1;0;0;0;0;0;1;;;;;;;;;[LEER];4;3;0;0;1;1;1;0;0;Z6;1;P;24
165;TA   06;GE   14;1;1;0;0;0;0;0;1;1;0;1;1;0;0;1;1;1;1;1;0;3;2;;;;;;;;;;;;;;1;0;1;0;0;1;0;1;[LEER];4;4;0;0;1;0;0;0;0;ZZ;2;P;20
102;TA   16;KO   19;1;1;0;1;0;0;0;1;0;0;1;1;0;1;1;1;1;0;0;0;3;2;;;;;;;;;;;;;;0;1;1;0;0;0;1;1;[LEER];5;4;0;0;1;1;0;1;0;ZZ;2;P;27
117;TA   18;MA   22;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;0;2;2;;;;;;;;;;;;;;1;0;1;0;0;0;0;1;[LEER];4;3;1;0;0;0;0;0;0;ZZ;1;P;20
221;TA   24;DA   11;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];3;2;0;1;0;1;1;0;0;ZZ;2;P;19
161;TE   29;IM   30;1;1;1;0;0;0;0;1;0;0;1;1;1;0;1;1;1;1;0;0;3;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];2;1;0;0;0;1;1;0;0;Z6;1;P;17
59;TH   06;WI   09;1;0;0;0;0;0;0;0;0;1;;1;1;0;0;0;1;0;0;0;3;2;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;[LEER];2;1;1;0;0;0;0;0;0;ZZ;1;P;23
45;TI   17;ST   01;1;0;0;0;0;0;0;1;1;0;;0;0;0;0;0;1;0;0;0;3;2;;;;;;;;;;;;;;0;0;0;0;0;1;0;1;[LEER];3;2;1;0;0;0;0;0;0;ZZ;1;P;23
139;TZ   20;ER   09;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;3;2;;;;;;;;;;;;;;0;0;0;0;0;1;0;1;[LEER];4;5;0;1;0;0;1;0;0;;2;P;17
